,CSTRATM
518,40100000.0
519,40100000.0
520,40100000.0
521,40100000.0
522,40100000.0
523,40100000.0
524,40100000.0
525,40100000.0
526,40100000.0
527,40100000.0
528,40100000.0
529,40100000.0
530,40100000.0
531,40100000.0
532,40100000.0
533,40100000.0
534,40100000.0
535,40100000.0
536,20115201.0
537,20115201.0
538,20115201.0
539,20115201.0
540,20115201.0
541,20115201.0
542,20115201.0
543,20115201.0
544,20115201.0
545,20115201.0
546,20115201.0
547,20115201.0
548,20115201.0
549,20115201.0
550,20115201.0
551,20115201.0
552,20115201.0
553,20115201.0
554,20115201.0
555,20115201.0
556,20115201.0
557,20115201.0
558,20115201.0
559,20115201.0
560,20115201.0
561,20115201.0
562,20115201.0
563,20115201.0
564,20115201.0
565,20115201.0
566,20115201.0
567,20115201.0
568,20115201.0
569,20115201.0
570,20115201.0
571,20115201.0
572,20115201.0
573,20115201.0
574,20115201.0
575,20115201.0
576,20115201.0
577,20115201.0
578,20115201.0
579,20115201.0
580,20115201.0
581,20115201.0
582,20115201.0
583,20115201.0
584,20115201.0
585,20115201.0
586,20115201.0
587,20115201.0
588,20115201.0
589,20115201.0
590,20115201.0
591,20115201.0
592,20115201.0
593,20115201.0
594,20115201.0
595,20115201.0
596,20115201.0
597,20115201.0
598,20115201.0
599,20115201.0
600,20115201.0
601,20115201.0
602,20115201.0
603,20115201.0
604,20115201.0
605,20115201.0
606,20115201.0
607,20115201.0
608,20115201.0
609,20115201.0
610,20115201.0
611,20115201.0
612,20115201.0
613,20115201.0
614,20115201.0
615,20115201.0
616,20115201.0
617,20115201.0
618,20115201.0
619,20115201.0
620,20115201.0
621,20115201.0
622,20115201.0
623,20115201.0
624,20115201.0
625,20115201.0
626,20115201.0
627,20115201.0
628,20115201.0
629,20115201.0
630,20115201.0
631,20115201.0
632,20115201.0
633,20115201.0
634,20115201.0
635,20115201.0
636,20115201.0
637,20115201.0
638,20115201.0
639,20115201.0
640,20115201.0
641,20115201.0
642,20115201.0
643,20115201.0
644,20115201.0
645,20115201.0
646,20115201.0
647,20115201.0
648,20115201.0
649,20115201.0
650,20115201.0
651,20115201.0
652,20115201.0
653,20115201.0
654,20115201.0
655,20115201.0
656,20115201.0
657,20115201.0
658,20115201.0
659,20115201.0
660,20115201.0
661,20115201.0
662,20115201.0
663,20115201.0
664,20115201.0
665,20115201.0
666,20115201.0
667,20115201.0
668,20115201.0
669,20115201.0
670,20115201.0
671,20115201.0
672,20115201.0
673,20115201.0
674,20115201.0
675,20115201.0
676,20115201.0
677,20115201.0
678,20115201.0
679,20115201.0
680,20115201.0
681,20115201.0
682,20115201.0
683,20115201.0
684,20115201.0
685,20115201.0
686,20115201.0
687,20115201.0
688,20115201.0
689,20115201.0
690,20115201.0
691,20115201.0
692,20115201.0
693,20115201.0
694,20115201.0
695,20115201.0
696,20115201.0
697,20115201.0
698,20115201.0
699,20115201.0
700,20115201.0
701,20115201.0
702,20115201.0
703,20115201.0
704,20115201.0
705,20115201.0
706,20115201.0
707,20115201.0
708,20115201.0
709,20115201.0
710,20115201.0
711,20115201.0
712,20115201.0
713,20115201.0
714,20115201.0
715,20115201.0
716,20115201.0
717,20115201.0
718,20115201.0
719,20115201.0
720,20115201.0
721,20115201.0
722,20115201.0
723,20115201.0
724,20115201.0
725,20115201.0
726,20115201.0
727,20115201.0
728,20115201.0
729,20115201.0
730,20115201.0
731,20115201.0
732,20115201.0
733,20115201.0
734,20115201.0
735,20115201.0
736,20115201.0
737,20115201.0
738,20115201.0
739,20115201.0
740,20115201.0
741,20115201.0
742,20115201.0
743,20115201.0
744,20115201.0
745,20115201.0
746,20115201.0
747,20115201.0
748,20115201.0
749,20115201.0
750,20115201.0
751,20115201.0
752,20115201.0
753,20115201.0
754,20115201.0
755,20115201.0
756,20115201.0
757,20115201.0
758,20115201.0
759,20115201.0
760,20115201.0
761,20115201.0
762,20115201.0
763,20115201.0
764,20115201.0
765,20115201.0
766,20115201.0
767,20115201.0
768,20115201.0
769,20115201.0
770,20115201.0
771,20115201.0
772,20115201.0
773,20115201.0
774,40100000.0
775,40100000.0
776,40100000.0
777,40100000.0
778,40100000.0
779,40100000.0
780,40100000.0
781,40100000.0
782,40100000.0
783,40100000.0
784,40100000.0
785,40100000.0
786,40100000.0
787,40100000.0
788,40100000.0
789,40100000.0
790,40100000.0
791,40100000.0
792,40100000.0
793,40100000.0
794,40100000.0
795,40100000.0
796,40100000.0
797,40100000.0
798,40100000.0
799,40100000.0
800,40100000.0
801,40100000.0
802,40100000.0
803,40100000.0
804,40100000.0
805,40100000.0
806,40100000.0
807,40100000.0
808,40100000.0
809,40100000.0
810,40100000.0
811,40100000.0
812,40100000.0
813,40100000.0
814,40100000.0
815,40100000.0
816,40100000.0
817,40100000.0
818,40100000.0
819,40100000.0
820,40100000.0
821,40100000.0
822,40100000.0
823,40100000.0
824,40100000.0
825,40100000.0
826,40100000.0
827,40100000.0
828,40100000.0
829,40100000.0
830,40100000.0
831,40100000.0
832,40100000.0
833,40100000.0
834,40100000.0
835,40100000.0
836,40100000.0
837,40100000.0
838,40100000.0
839,40100000.0
840,40100000.0
841,40100000.0
842,40100000.0
843,40100000.0
844,40100000.0
845,40100000.0
846,40100000.0
847,40100000.0
848,40100000.0
849,40100000.0
850,40100000.0
851,40100000.0
852,40100000.0
853,40100000.0
854,40100000.0
855,40100000.0
856,40100000.0
857,40100000.0
858,40100000.0
859,40100000.0
860,40100000.0
861,40100000.0
862,40100000.0
863,40100000.0
864,40100000.0
865,40100000.0
866,40100000.0
867,40100000.0
868,40100000.0
869,40100000.0
870,40100000.0
871,40100000.0
872,40100000.0
873,40100000.0
874,40100000.0
875,40100000.0
876,40100000.0
877,20115201.0
878,20115201.0
879,20115201.0
880,20115201.0
881,20115201.0
882,20115201.0
883,20115201.0
884,20115201.0
885,20115201.0
886,20115201.0
887,20115201.0
888,20115201.0
889,20115201.0
890,20115201.0
891,20115201.0
892,20115201.0
893,20115201.0
894,20115201.0
895,20115201.0
896,20115201.0
897,20115201.0
898,20115201.0
899,20115201.0
900,20115201.0
901,20115201.0
902,20115201.0
903,20115201.0
904,20115201.0
905,20115201.0
906,20115201.0
907,20115201.0
908,20115201.0
909,20115201.0
910,20115201.0
911,20115201.0
912,20115201.0
913,20115201.0
914,20115201.0
915,20115201.0
916,20115201.0
917,20115201.0
918,20115201.0
919,20115201.0
920,20115201.0
921,20115201.0
922,20115201.0
923,20115201.0
924,20115201.0
925,20115201.0
926,20115201.0
927,20115201.0
928,20115201.0
929,20115201.0
930,20115201.0
931,20115201.0
932,20115201.0
933,20115201.0
934,20115201.0
935,20115201.0
936,20115201.0
937,20115201.0
938,20115201.0
939,20115201.0
940,20115201.0
941,20115201.0
942,20115201.0
943,20115201.0
944,20115201.0
945,20115201.0
946,20115201.0
947,20115201.0
948,20115201.0
949,20115201.0
950,20115201.0
951,20115201.0
952,20115201.0
953,20115201.0
954,20115201.0
955,20115201.0
956,20115201.0
957,20115201.0
958,20115201.0
959,20115201.0
960,20115201.0
961,20115201.0
962,20115201.0
963,20115201.0
964,20115201.0
965,20115201.0
966,20115201.0
967,20115201.0
968,20115201.0
969,20115201.0
970,20115201.0
971,20115201.0
972,20115201.0
973,20115201.0
974,20115201.0
975,20115201.0
976,20115201.0
977,20115201.0
978,20115201.0
979,20115201.0
980,20115201.0
981,20115201.0
982,20115201.0
983,20115201.0
984,20115201.0
985,20115201.0
986,20115201.0
987,20115201.0
988,20115201.0
989,20115201.0
990,20115201.0
991,20115201.0
992,20115201.0
993,20115201.0
994,20115201.0
995,20115201.0
996,20115201.0
997,20115201.0
998,20115201.0
999,20115201.0
1000,20115201.0
1001,20115201.0
1002,20115201.0
1003,20115201.0
1004,20115201.0
1005,20115201.0
1006,20115201.0
1007,20115201.0
1008,20115201.0
1009,20115201.0
1010,20115201.0
1011,20115201.0
1012,20115201.0
1013,20115201.0
1014,20115201.0
1015,20115201.0
1016,20115201.0
1017,20115201.0
1018,20115201.0
1019,20115201.0
1020,20115201.0
1021,20115201.0
1022,20115201.0
1023,20115201.0
1024,20115201.0
1025,20115201.0
1026,20115201.0
1027,20115201.0
1028,20115201.0
1029,20115201.0
1030,20115201.0
1031,20115201.0
1032,20115201.0
1033,20115201.0
1034,20115201.0
1035,20115201.0
1036,20115201.0
1037,20115201.0
1038,20115201.0
1039,20115201.0
1040,20115201.0
1041,20115201.0
1042,20115201.0
1043,20115201.0
1044,20115201.0
1045,20115201.0
1046,20115201.0
1047,20115201.0
1048,20115201.0
1049,20115201.0
1050,20115201.0
1051,20115201.0
1052,20115201.0
1053,20115201.0
1054,20115201.0
1055,20115201.0
1056,20115201.0
1057,20115201.0
1058,20115201.0
1059,20115201.0
1060,20115201.0
1061,20115201.0
1062,20115201.0
1063,20115201.0
1064,20115201.0
1065,20115201.0
1066,20115201.0
1067,20115201.0
1068,20115201.0
1069,20115201.0
1070,20115201.0
1071,20115201.0
1072,20115201.0
1073,20115201.0
1074,20115201.0
1075,20115201.0
1076,20115201.0
1077,40100000.0
1078,40100000.0
1079,40100000.0
1080,40100000.0
1081,40100000.0
1082,40100000.0
1083,40100000.0
1084,40100000.0
1085,40100000.0
1086,40100000.0
1087,40100000.0
1088,40100000.0
1089,40100000.0
1090,40100000.0
1091,40100000.0
1092,40100000.0
1093,40100000.0
1094,40100000.0
1095,40100000.0
1096,40100000.0
1097,40100000.0
1098,40100000.0
1099,40100000.0
1100,40100000.0
1101,40100000.0
1102,40100000.0
1103,40100000.0
1104,40100000.0
1105,40100000.0
1106,40100000.0
1107,40100000.0
1108,40100000.0
1109,40100000.0
1110,40100000.0
1111,40100000.0
1112,40100000.0
1113,40100000.0
1114,40100000.0
1115,40100000.0
1116,40100000.0
1117,40100000.0
1118,40100000.0
1119,40100000.0
1120,40100000.0
1121,40100000.0
1122,40100000.0
1123,40100000.0
1124,40100000.0
1125,40100000.0
1126,40100000.0
1127,40100000.0
1128,40100000.0
1129,40100000.0
1130,40100000.0
1131,40100000.0
1132,40100000.0
1133,40100000.0
1134,40100000.0
1135,40100000.0
1136,40100000.0
1137,40100000.0
1138,40100000.0
1139,40100000.0
1140,40100000.0
1141,40100000.0
1142,40100000.0
1143,40100000.0
1144,40100000.0
1145,40100000.0
1146,40100000.0
1147,40100000.0
1148,40100000.0
1149,40100000.0
1150,40100000.0
1151,40100000.0
1152,40100000.0
1153,40100000.0
1154,40100000.0
1155,40100000.0
1156,40100000.0
1157,40100000.0
1158,40100000.0
1159,40100000.0
1160,40100000.0
1161,40100000.0
1162,40100000.0
1163,40100000.0
1164,40100000.0
1165,40100000.0
1166,40100000.0
1167,40100000.0
1168,40100000.0
1169,40100000.0
1170,40100000.0
1171,40100000.0
1172,40100000.0
1173,40100000.0
1174,40100000.0
1175,40100000.0
1176,40100000.0
1177,40100000.0
1178,40100000.0
1179,40100000.0
1180,40100000.0
1181,40100000.0
1182,40100000.0
1183,40100000.0
1184,40100000.0
1185,40100000.0
1186,40100000.0
1187,40100000.0
1188,40100000.0
1189,40100000.0
1190,40100000.0
1191,40100000.0
1192,40100000.0
1193,40100000.0
1194,40100000.0
1195,40100000.0
1196,40100000.0
1197,40100000.0
1198,40100000.0
1199,40100000.0
1200,40100000.0
1201,40100000.0
1202,40100000.0
1203,40100000.0
1204,40100000.0
1205,40100000.0
1206,40100000.0
1207,40100000.0
1208,40100000.0
1209,40100000.0
1210,40100000.0
1211,40100000.0
1212,40100000.0
1213,40100000.0
1214,40100000.0
1215,40100000.0
1216,40100000.0
1217,40100000.0
1218,40100000.0
1219,40100000.0
1220,40100000.0
1221,40100000.0
1222,40100000.0
1223,40100000.0
1224,40100000.0
1225,40100000.0
1226,40100000.0
1227,40100000.0
1228,40100000.0
1229,40100000.0
1230,40100000.0
1231,40100000.0
1232,40100000.0
1233,40100000.0
1234,40100000.0
1235,40100000.0
1236,40100000.0
1237,40100000.0
1238,40100000.0
1239,40100000.0
1240,40100000.0
1241,40100000.0
1242,40100000.0
1243,40100000.0
1244,40100000.0
1245,40100000.0
1246,40100000.0
1247,40100000.0
1248,40100000.0
1249,40100000.0
1250,40100000.0
1251,40100000.0
1252,40100000.0
1253,40100000.0
1254,40100000.0
1255,40100000.0
1256,40100000.0
1257,40100000.0
1258,40100000.0
1259,40100000.0
1260,40100000.0
1261,40100000.0
1262,40100000.0
1263,40100000.0
1264,40100000.0
1265,40100000.0
1266,40100000.0
1267,40100000.0
1268,40100000.0
1269,40100000.0
1270,40100000.0
1271,40100000.0
1272,40100000.0
1273,40100000.0
1274,40100000.0
1275,40100000.0
1276,40100000.0
1277,40100000.0
1278,40100000.0
1279,40100000.0
1280,40100000.0
1281,40100000.0
1282,40100000.0
1283,40100000.0
1284,40100000.0
1285,40100000.0
1286,40100000.0
1287,40100000.0
1288,40100000.0
1289,40100000.0
1290,40100000.0
1291,40100000.0
1292,40100000.0
1293,40100000.0
1294,40100000.0
1295,40100000.0
1296,40100000.0
1297,40100000.0
1298,40100000.0
1299,40100000.0
1300,40100000.0
1301,40100000.0
1302,40100000.0
1303,40100000.0
1304,40100000.0
1305,40100000.0
1306,40100000.0
1307,40100000.0
1308,40100000.0
1309,40100000.0
1310,40100000.0
1311,40100000.0
1312,40100000.0
1313,40100000.0
1314,40100000.0
1315,40100000.0
1316,40100000.0
1317,40100000.0
1318,40100000.0
1319,40100000.0
1320,40100000.0
1321,40100000.0
1322,40100000.0
1323,40100000.0
1324,40100000.0
1325,40100000.0
1326,40100000.0
1327,40100000.0
1328,40100000.0
1329,40100000.0
1330,40100000.0
1331,40100000.0
1332,40100000.0
1333,40100000.0
1334,40100000.0
1335,40100000.0
1336,40100000.0
1337,40100000.0
1338,40100000.0
1339,40100000.0
1340,40100000.0
1341,40100000.0
1342,40100000.0
1343,40100000.0
1344,40100000.0
1345,40100000.0
1346,40100000.0
1347,40100000.0
1348,40100000.0
1349,40100000.0
1350,40100000.0
1351,40100000.0
1352,40100000.0
1353,40100000.0
1354,40100000.0
1355,40100000.0
1356,40100000.0
1357,40100000.0
1358,40100000.0
1359,40100000.0
1360,40100000.0
1361,40100000.0
1362,40100000.0
1363,40100000.0
1364,40100000.0
1365,40100000.0
1366,40100000.0
1367,40100000.0
1368,40100000.0
1369,40100000.0
1370,40100000.0
1371,40100000.0
1372,40100000.0
1373,40100000.0
1374,40100000.0
1375,40100000.0
1376,40100000.0
1377,40100000.0
1378,40100000.0
1379,40100000.0
1380,40100000.0
1381,40100000.0
1382,40100000.0
1383,40100000.0
1384,40100000.0
1385,40100000.0
1386,40100000.0
1387,40100000.0
1388,40100000.0
1389,40100000.0
1390,40100000.0
1391,40100000.0
1392,40100000.0
1393,40100000.0
1394,40100000.0
1395,40100000.0
1396,40100000.0
1397,40100000.0
1398,40100000.0
1399,40100000.0
1400,40100000.0
1401,40100000.0
1402,40100000.0
1403,40100000.0
1404,40100000.0
1405,40100000.0
1406,40100000.0
1407,40100000.0
1408,40100000.0
1409,40100000.0
1410,40100000.0
1411,40100000.0
1412,40100000.0
1413,40100000.0
1414,40100000.0
1415,40100000.0
1416,40100000.0
1417,40100000.0
1418,40100000.0
1419,20115201.0
1420,20115201.0
1421,20115201.0
1422,20115201.0
1423,20115201.0
1424,20115201.0
1425,20115201.0
1426,20115201.0
1427,20115201.0
1428,20115201.0
1429,20115201.0
1430,20115201.0
1431,20115201.0
1432,20115201.0
1433,20115201.0
1434,20115201.0
1435,20115201.0
1436,20115201.0
1437,20115201.0
1438,20115201.0
1439,20115201.0
1440,20115201.0
1441,20115201.0
1442,20115201.0
1443,20115201.0
1444,20115201.0
1445,20115201.0
1446,20115201.0
1447,20115201.0
1448,20115201.0
1449,20115201.0
1450,20115201.0
1451,20115201.0
1452,20115201.0
1453,20115201.0
1454,20115201.0
1455,20115201.0
1456,20115201.0
1457,20115201.0
1458,20115201.0
1459,20115201.0
1460,20115201.0
1461,20115201.0
1462,20115201.0
1463,20115201.0
1464,20115201.0
1465,20115201.0
1466,20115201.0
1467,20115201.0
1468,20115201.0
1469,20115201.0
1470,20115201.0
1471,20115201.0
1472,20115201.0
1473,20115201.0
1474,20115201.0
1475,20115201.0
1476,20115201.0
1477,20115201.0
1478,20115201.0
1479,20115201.0
1480,20115201.0
1481,20115201.0
1482,20115201.0
1483,20115201.0
1484,20115201.0
1485,20115201.0
1486,20115201.0
1487,20115201.0
1488,20115201.0
1489,20115201.0
1490,20115201.0
1491,20115201.0
1492,20115201.0
1493,20115201.0
1494,20115201.0
1495,20115201.0
1496,20115201.0
1497,20115201.0
1498,20115201.0
1499,20115201.0
1500,20115201.0
1501,20115201.0
1502,20115201.0
1503,20115201.0
1504,20115201.0
1505,20115201.0
1506,20115201.0
1507,20115201.0
1508,20115201.0
1509,20115201.0
1510,20115201.0
1511,20115201.0
1512,20115201.0
1513,20115201.0
1514,20115201.0
1515,20115201.0
1516,20115201.0
1517,20115201.0
1518,20115201.0
1519,20115201.0
1520,20115201.0
1521,20115201.0
1522,20115201.0
1523,20115201.0
1524,20115201.0
1525,20115201.0
1526,20115201.0
1527,20115201.0
1528,20115201.0
1529,20115201.0
1530,20115201.0
1531,20115201.0
1532,20115201.0
1533,20115201.0
1534,20115201.0
1535,20115201.0
1536,20115201.0
1537,20115201.0
1538,20115201.0
1539,20115201.0
1540,20115201.0
1541,20115201.0
1542,20115201.0
1543,20115201.0
1544,20115201.0
1545,20115201.0
1546,20115201.0
1547,20115201.0
1548,20115201.0
1549,20115201.0
1550,20115201.0
1551,20115201.0
1552,20115201.0
1553,20115201.0
1554,20115201.0
1555,20115201.0
1556,20115201.0
1557,20115201.0
1558,20115201.0
1559,20115201.0
1560,20115201.0
1561,20115201.0
1562,20115201.0
1563,20115201.0
1564,20115201.0
1565,20115201.0
1566,20115201.0
1567,20115201.0
1568,20115201.0
1569,20115201.0
1570,20115201.0
1571,20115201.0
1572,20115201.0
1573,20115201.0
1574,20115201.0
1575,20115201.0
1576,20115201.0
1577,20115201.0
1578,20115201.0
1579,20115201.0
1580,20115201.0
1581,20115201.0
1582,20115201.0
1583,20115201.0
1584,20115201.0
1585,20115201.0
1586,20115201.0
1587,20115201.0
1588,20115201.0
1589,20115201.0
1590,20115201.0
1591,20115201.0
1592,20115201.0
1593,20115201.0
1594,20115201.0
1595,20115201.0
1596,20115201.0
1597,20115201.0
1598,20115201.0
1599,20115201.0
1600,20115201.0
1601,20115201.0
1602,20115201.0
1603,20115201.0
1604,20115201.0
1605,20115201.0
1606,20115201.0
1607,20115201.0
1608,20115201.0
1609,20115201.0
1610,20115201.0
1611,20115201.0
1612,20115201.0
1613,20115201.0
1614,20115201.0
1615,20115201.0
1616,20115201.0
1617,20115201.0
1618,20115201.0
1619,20115201.0
1620,20115201.0
1621,20115201.0
1622,20115201.0
1623,20115201.0
1624,20115201.0
1625,20115201.0
1626,20115201.0
1627,20115201.0
1628,20115201.0
1629,20115201.0
1630,20115201.0
1631,20115201.0
1632,20115201.0
1633,20115201.0
1634,20115201.0
1635,20115201.0
1636,20115201.0
1637,20115201.0
1638,20115201.0
1639,20115201.0
1640,20115201.0
1641,20115201.0
1642,20115201.0
1643,20115201.0
1644,20115201.0
1645,20115201.0
1646,20115201.0
1647,20115201.0
1648,20115201.0
1649,20115201.0
1650,20115201.0
1651,20115201.0
1652,20115201.0
1653,20115201.0
1654,20115201.0
1655,20115201.0
1656,20115201.0
1657,20115201.0
1658,20115201.0
1659,20115201.0
1660,20115201.0
1661,20115201.0
1662,20115201.0
