,CSTRATM
5738,40200000.0
5739,40200000.0
5740,40200000.0
5741,40200000.0
5742,40200000.0
5743,40200000.0
5744,40200000.0
5745,40200000.0
5746,40200000.0
5747,40200000.0
5748,40200000.0
5749,40200000.0
5750,40200000.0
5751,40200000.0
5752,40200000.0
5753,40200000.0
5754,40200000.0
5755,40200000.0
5756,40200000.0
5757,40200000.0
5758,40200000.0
5759,40200000.0
5760,40200000.0
5761,40200000.0
5762,40200000.0
5763,40200000.0
5764,40200000.0
5765,40200000.0
5766,40200000.0
5767,40200000.0
5768,40200000.0
5769,40200000.0
5770,40200000.0
5771,40200000.0
5772,40200000.0
5773,40200000.0
5774,40200000.0
5775,40200000.0
5776,40200000.0
5777,40200000.0
5778,40200000.0
5779,40200000.0
5780,40200000.0
5781,40200000.0
5782,40200000.0
5783,40200000.0
5784,40200000.0
5785,40200000.0
5786,40200000.0
5787,40200000.0
5788,40200000.0
5789,40200000.0
5790,40200000.0
5791,40200000.0
5792,40200000.0
5793,40200000.0
5794,40200000.0
5795,40200000.0
5796,40200000.0
5797,40200000.0
5798,40200000.0
5799,40200000.0
5800,40200000.0
5801,40200000.0
5802,40200000.0
5803,40200000.0
5804,40200000.0
5805,40200000.0
5806,40200000.0
5807,40200000.0
5808,40200000.0
5809,40200000.0
5810,40200000.0
5811,40200000.0
5812,40200000.0
5813,40200000.0
5814,20215201.0
5815,20215201.0
5816,20215201.0
5817,20215201.0
5818,20215201.0
5819,20215201.0
5820,20215201.0
5821,20215201.0
5822,20215201.0
5823,20215201.0
5824,20215201.0
5825,20215201.0
5826,20215201.0
5827,20215201.0
5828,20215201.0
5829,20215201.0
5830,20215201.0
5831,20215201.0
5832,20215201.0
5833,20215201.0
5834,20215201.0
5835,20215201.0
5836,20215201.0
5837,20215201.0
5838,20215201.0
5839,20215201.0
5840,20215201.0
5841,20215201.0
5842,20215201.0
5843,20215201.0
5844,20215201.0
5845,20215201.0
5846,20215201.0
5847,20215201.0
5848,20215201.0
5849,20215201.0
5850,20215201.0
5851,20215201.0
5852,20215201.0
5853,20215201.0
5854,20215201.0
5855,20215201.0
5856,20215201.0
5857,20215201.0
5858,20215201.0
5859,20215201.0
5860,20215201.0
5861,20215201.0
5862,20215201.0
5863,20215201.0
5864,20215201.0
5865,20215201.0
5866,20215201.0
5867,20215201.0
5868,20215201.0
5869,20215201.0
5870,20215201.0
5871,20215201.0
5872,20215201.0
5873,20215201.0
5874,20215201.0
5875,20215201.0
5876,20215201.0
5877,20215201.0
5878,20215201.0
5879,20215201.0
5880,20215201.0
5881,20215201.0
5882,20215201.0
5883,20215201.0
5884,20215201.0
5885,20215201.0
5886,20215201.0
5887,20215201.0
5888,20215201.0
5889,20215201.0
5890,20215201.0
5891,20215201.0
5892,20215201.0
5893,20215201.0
5894,20215201.0
5895,20215201.0
5896,20215201.0
5897,20215201.0
5898,20215201.0
5899,20215201.0
5900,20215201.0
5901,20215201.0
5902,20215201.0
5903,20215201.0
5904,20215201.0
5905,20215201.0
5906,20215201.0
5907,20215201.0
5908,20215201.0
5909,20215201.0
5910,20215201.0
5911,20215201.0
5912,20215201.0
5913,20215201.0
5914,20215201.0
5915,20215201.0
5916,20215201.0
5917,20215201.0
5918,20215201.0
5919,20215201.0
5920,20215201.0
5921,20215201.0
5922,20215201.0
5923,20215201.0
5924,20215201.0
5925,20215201.0
5926,20215201.0
5927,20215201.0
5928,20215201.0
5929,20215201.0
5930,20215201.0
5931,20215201.0
5932,20215201.0
5933,20215201.0
5934,20215201.0
5935,20215201.0
5936,20215201.0
5937,20215201.0
5938,20215201.0
5939,20215201.0
5940,20215201.0
5941,20215201.0
5942,20215201.0
5943,20215201.0
5944,20215201.0
5945,20215201.0
5946,20215201.0
5947,20215201.0
5948,20215201.0
5949,20215201.0
5950,20215201.0
5951,20215201.0
5952,20215201.0
5953,20215201.0
5954,20215201.0
5955,20215201.0
5956,20215201.0
5957,20215201.0
5958,20215201.0
5959,20215201.0
5960,20215201.0
5961,20215201.0
5962,20215201.0
5963,20215201.0
5964,40200000.0
5965,40200000.0
5966,40200000.0
5967,40200000.0
5968,40200000.0
5969,40200000.0
5970,40200000.0
5971,40200000.0
5972,40200000.0
5973,40200000.0
5974,40200000.0
5975,40200000.0
5976,40200000.0
5977,40200000.0
5978,40200000.0
5979,40200000.0
5980,40200000.0
5981,40200000.0
5982,40200000.0
5983,40200000.0
5984,40200000.0
5985,40200000.0
5986,40200000.0
5987,40200000.0
5988,40200000.0
5989,40200000.0
5990,40200000.0
5991,40200000.0
5992,40200000.0
5993,40200000.0
5994,40200000.0
5995,40200000.0
5996,40200000.0
5997,40200000.0
5998,40200000.0
5999,40200000.0
6000,40200000.0
6001,40200000.0
6002,40200000.0
6003,40200000.0
6004,40200000.0
6005,40200000.0
6006,40200000.0
6007,40200000.0
6008,40200000.0
6009,40200000.0
6010,40200000.0
6011,40200000.0
6012,40200000.0
6013,40200000.0
6014,40200000.0
6015,40200000.0
6016,40200000.0
6017,40200000.0
6018,40200000.0
6019,40200000.0
6020,40200000.0
6021,40200000.0
6022,40200000.0
6023,40200000.0
6024,40200000.0
6025,40200000.0
6026,40200000.0
6027,40200000.0
6028,40200000.0
6029,40200000.0
6030,40200000.0
6031,40200000.0
6032,40200000.0
6033,40200000.0
6034,40200000.0
6035,40200000.0
6036,40200000.0
6037,40200000.0
6038,40200000.0
6039,40200000.0
6040,40200000.0
6041,40200000.0
6042,40200000.0
6043,40200000.0
6044,40200000.0
6045,40200000.0
6046,40200000.0
6047,40200000.0
6048,40200000.0
6049,40200000.0
6050,40200000.0
6051,40200000.0
6052,40200000.0
6053,40200000.0
6054,40200000.0
6055,40200000.0
6056,40200000.0
6057,40200000.0
6058,40200000.0
6059,40200000.0
6060,40200000.0
6061,40200000.0
6062,40200000.0
6063,40200000.0
6064,40200000.0
6065,40200000.0
6066,40200000.0
6067,40200000.0
6068,40200000.0
6069,40200000.0
6070,40200000.0
6071,40200000.0
6072,40200000.0
6073,40200000.0
6074,40200000.0
6075,40200000.0
6076,40200000.0
6077,40200000.0
6078,40200000.0
6079,40200000.0
6080,40200000.0
6081,40200000.0
6082,40200000.0
6083,40200000.0
6084,40200000.0
6085,40200000.0
6086,40200000.0
6087,40200000.0
6088,40200000.0
6089,40200000.0
6090,40200000.0
6091,40200000.0
6092,40200000.0
6093,40200000.0
6094,40200000.0
6095,40200000.0
6096,40200000.0
6097,40200000.0
6098,40200000.0
6099,40200000.0
6100,40200000.0
6101,40200000.0
6102,40200000.0
6103,40200000.0
6104,40200000.0
6105,40200000.0
6106,40200000.0
6107,40200000.0
6108,40200000.0
6109,40200000.0
6110,40200000.0
6111,40200000.0
6112,40200000.0
6113,40200000.0
6114,40200000.0
6115,40200000.0
6116,40200000.0
6117,40200000.0
6118,40200000.0
6119,40200000.0
6120,40200000.0
6121,40200000.0
6122,40200000.0
6123,40200000.0
6124,40200000.0
6125,40200000.0
6126,40200000.0
6127,40200000.0
6128,40200000.0
6129,40200000.0
6130,40200000.0
6131,40200000.0
6132,40200000.0
6133,40200000.0
6134,40200000.0
6135,40200000.0
6136,40200000.0
6137,40200000.0
6138,40200000.0
6139,40200000.0
6140,40200000.0
6141,40200000.0
6142,40200000.0
6143,40200000.0
6144,40200000.0
6145,40200000.0
6146,40200000.0
6147,40200000.0
6148,40200000.0
6149,40200000.0
6150,40200000.0
6151,40200000.0
6152,40200000.0
6153,40200000.0
6154,40200000.0
6155,40200000.0
6156,40200000.0
6157,40200000.0
6158,40200000.0
6159,40200000.0
6160,40200000.0
6161,40200000.0
6162,40200000.0
6163,40200000.0
6164,40200000.0
6165,40200000.0
6166,40200000.0
6167,40200000.0
6168,40200000.0
6169,40200000.0
6170,40200000.0
6171,40200000.0
6172,40200000.0
6173,40200000.0
6174,40200000.0
6175,40200000.0
6176,40200000.0
6177,40200000.0
6178,40200000.0
6179,40200000.0
6180,40200000.0
6181,40200000.0
6182,40200000.0
6183,40200000.0
6184,40200000.0
6185,40200000.0
6186,40200000.0
6187,40200000.0
6188,40200000.0
6189,40200000.0
6190,40200000.0
6191,40200000.0
6192,40200000.0
6193,40200000.0
6194,40200000.0
6195,40200000.0
6196,40200000.0
6197,40200000.0
6198,40200000.0
6199,40200000.0
6200,40200000.0
6201,40200000.0
6202,40200000.0
6203,40200000.0
6204,40200000.0
6205,40200000.0
6206,40200000.0
6207,40200000.0
6208,40200000.0
6209,40200000.0
6210,40200000.0
6211,40200000.0
6212,40200000.0
6213,40200000.0
6214,40200000.0
6215,40200000.0
6216,40200000.0
6217,40200000.0
6218,40200000.0
6219,40200000.0
6220,40200000.0
6221,40200000.0
6222,40200000.0
6223,40200000.0
6224,40200000.0
6225,40200000.0
6226,40200000.0
6227,40200000.0
6228,40200000.0
6229,40200000.0
6230,40200000.0
6231,40200000.0
6232,40200000.0
6233,40200000.0
6234,40200000.0
6235,40200000.0
6236,40200000.0
6237,40200000.0
6238,40200000.0
6239,40200000.0
6240,40200000.0
6241,40200000.0
6242,40200000.0
6243,40200000.0
6244,40200000.0
6245,40200000.0
6246,40200000.0
6247,40200000.0
6248,40200000.0
6249,40200000.0
6250,40200000.0
6251,40200000.0
6252,40200000.0
6253,40200000.0
6254,40200000.0
6255,40200000.0
6256,40200000.0
6257,40200000.0
6258,40200000.0
6259,40200000.0
6260,40200000.0
6261,40200000.0
6262,40200000.0
6263,40200000.0
6264,40200000.0
6265,40200000.0
6266,40200000.0
6267,40200000.0
6268,40200000.0
6269,40200000.0
6270,40200000.0
6271,40200000.0
6272,40200000.0
6273,40200000.0
6274,40200000.0
6275,40200000.0
6276,40200000.0
6277,40200000.0
6278,40200000.0
6279,40200000.0
6280,40200000.0
6281,40200000.0
6282,40200000.0
6283,40200000.0
6284,20215201.0
6285,20215201.0
6286,20215201.0
6287,20215201.0
6288,20215201.0
6289,20215201.0
6290,20215201.0
6291,20215201.0
6292,20215201.0
6293,20215201.0
6294,20215201.0
6295,20215201.0
6296,20215201.0
6297,20215201.0
6298,20215201.0
6299,20215201.0
6300,20215201.0
6301,20215201.0
6302,20215201.0
6303,20215201.0
6304,20215201.0
6305,20215201.0
6306,20215201.0
6307,20215201.0
6308,20215201.0
6309,20215201.0
6310,20215201.0
6311,20215201.0
6312,20215201.0
6313,20215201.0
6314,20215201.0
6315,20215201.0
6316,20215201.0
6317,20215201.0
6318,20215201.0
6319,20215201.0
6320,20215201.0
6321,20215201.0
6322,20215201.0
6323,20215201.0
6324,20215201.0
6325,20215201.0
6326,20215201.0
6327,20215201.0
6328,20215201.0
6329,20215201.0
6330,20215201.0
6331,20215201.0
6332,20215201.0
6333,20215201.0
6334,20215201.0
6335,20215201.0
6336,20215201.0
6337,20215201.0
6338,20215201.0
6339,20215201.0
6340,20215201.0
6341,20215201.0
6342,20215201.0
6343,20215201.0
6344,20215201.0
6345,20215201.0
6346,20215201.0
6347,20215201.0
6348,20215201.0
6349,20215201.0
6350,20215201.0
6351,20215201.0
6352,20215201.0
6353,20215201.0
6354,20215201.0
6355,20215201.0
6356,20215201.0
6357,20215201.0
6358,20215201.0
6359,20215201.0
6360,20215201.0
6361,20215201.0
6362,20215201.0
6363,20215201.0
6364,20215201.0
6365,20215201.0
6366,20215201.0
6367,20215201.0
6368,20215201.0
6369,20215201.0
6370,20215201.0
6371,20215201.0
6372,20215201.0
6373,20215201.0
6374,20215201.0
6375,20215201.0
6376,20215201.0
6377,20215201.0
6378,20215201.0
6379,20215201.0
6380,20215201.0
6381,20215201.0
6382,20215201.0
6383,20215201.0
6384,20215201.0
6385,20215201.0
6386,20215201.0
6387,40200000.0
6388,40200000.0
6389,40200000.0
6390,40200000.0
6391,40200000.0
6392,40200000.0
6393,40200000.0
6394,40200000.0
6395,40200000.0
6396,40200000.0
6397,40200000.0
6398,40200000.0
6399,40200000.0
6400,40200000.0
6401,40200000.0
6402,40200000.0
6403,40200000.0
6404,40200000.0
6405,40200000.0
6406,40200000.0
6407,40200000.0
6408,40200000.0
6409,40200000.0
6410,40200000.0
6411,40200000.0
6412,40200000.0
6413,40200000.0
6414,40200000.0
6415,40200000.0
6416,40200000.0
6417,40200000.0
6418,40200000.0
6419,40200000.0
6420,40200000.0
6421,40200000.0
6422,40200000.0
6423,40200000.0
6424,40200000.0
6425,40200000.0
6426,40200000.0
6427,40200000.0
6428,40200000.0
6429,40200000.0
6430,40200000.0
6431,40200000.0
6432,40200000.0
6433,40200000.0
6434,40200000.0
6435,40200000.0
6436,40200000.0
6437,40200000.0
6438,40200000.0
6439,40200000.0
6440,40200000.0
6441,40200000.0
6442,40200000.0
6443,40200000.0
6444,40200000.0
6445,40200000.0
6446,40200000.0
6447,40200000.0
6448,40200000.0
6449,40200000.0
6450,40200000.0
6451,40200000.0
6452,40200000.0
6453,40200000.0
6454,40200000.0
6455,40200000.0
6456,40200000.0
6457,40200000.0
6458,40200000.0
6459,40200000.0
6460,40200000.0
6461,40200000.0
6462,40200000.0
6463,40200000.0
6464,40200000.0
6465,40200000.0
6466,40200000.0
6467,40200000.0
6468,40200000.0
6469,40200000.0
6470,40200000.0
6471,40200000.0
6472,40200000.0
6473,40200000.0
6474,40200000.0
6475,40200000.0
6476,40200000.0
6477,40200000.0
6478,40200000.0
6479,40200000.0
6480,40200000.0
6481,40200000.0
6482,40200000.0
6483,40200000.0
6484,40200000.0
6485,40200000.0
6486,40200000.0
6487,40200000.0
6488,40200000.0
6489,40200000.0
6490,40200000.0
6491,40200000.0
6492,40200000.0
6493,40200000.0
6494,40200000.0
6495,40200000.0
6496,20215201.0
6497,20215201.0
6498,20215201.0
6499,20215201.0
6500,20215201.0
6501,20215201.0
6502,20215201.0
6503,20215201.0
6504,20215201.0
6505,20215201.0
6506,20215201.0
6507,20215201.0
6508,20215201.0
6509,20215201.0
6510,20215201.0
6511,20215201.0
6512,20215201.0
6513,20215201.0
6514,20215201.0
6515,20215201.0
6516,20215201.0
6517,20215201.0
6518,20215201.0
6519,20215201.0
6520,20215201.0
6521,20215201.0
6522,20215201.0
6523,20215201.0
6524,20215201.0
6525,20215201.0
6526,20215201.0
6527,20215201.0
6528,20215201.0
6529,20215201.0
6530,20215201.0
6531,20215201.0
6532,20215201.0
6533,20215201.0
6534,20215201.0
6535,20215201.0
6536,20215201.0
6537,20215201.0
6538,20215201.0
6539,20215201.0
6540,20215201.0
6541,20215201.0
6542,20215201.0
6543,20215201.0
6544,20215201.0
6545,20215201.0
6546,20215201.0
6547,20215201.0
6548,20215201.0
6549,20215201.0
6550,20215201.0
6551,20215201.0
6552,20215201.0
6553,20215201.0
6554,20215201.0
6555,20215201.0
6556,20215201.0
6557,20215201.0
6558,20215201.0
6559,20215201.0
6560,20215201.0
6561,20215201.0
6562,20215201.0
6563,20215201.0
6564,20215201.0
6565,20215201.0
6566,20215201.0
6567,20215201.0
6568,20215201.0
6569,20215201.0
6570,20215201.0
6571,20215201.0
6572,20215201.0
6573,20215201.0
6574,20215201.0
6575,20215201.0
6576,20215201.0
6577,20215201.0
6578,20215201.0
6579,20215201.0
6580,20215201.0
6581,20215201.0
6582,20215201.0
6583,20215201.0
6584,20215201.0
6585,20215201.0
6586,20215201.0
6587,20215201.0
6588,20215201.0
6589,20215201.0
6590,20215201.0
6591,20215201.0
6592,20215201.0
6593,20215201.0
6594,20215201.0
6595,20215201.0
6596,20215201.0
6597,20215201.0
6598,20215201.0
6599,20215201.0
6600,20215201.0
6601,20215201.0
6602,20215201.0
6603,20215201.0
6604,20215201.0
6605,20215201.0
6606,20215201.0
6607,20215201.0
6608,20215201.0
6609,20215201.0
6610,20215201.0
6611,20215201.0
6612,20215201.0
6613,20215201.0
6614,20215201.0
6615,20215201.0
6616,20215201.0
6617,20215201.0
6618,20215201.0
6619,20215201.0
6620,20215201.0
6621,20215201.0
6622,20215201.0
6623,20215201.0
6624,20215201.0
6625,20215201.0
6626,20215201.0
6627,20215201.0
6628,20215201.0
6629,20215201.0
6630,20215201.0
6631,20215201.0
6632,20215201.0
6633,20215201.0
6634,20215201.0
6635,20215201.0
6636,20215201.0
6637,20215201.0
6638,20215201.0
6639,20215201.0
6640,20215201.0
6641,20215201.0
6642,20215201.0
6643,20215201.0
6644,20215201.0
6645,20215201.0
6646,20215201.0
6647,20215201.0
6648,20215201.0
6649,20215201.0
6650,20215201.0
6651,20215201.0
6652,20215201.0
6653,20215201.0
6654,20215201.0
6655,20215201.0
6656,20215201.0
6657,20215201.0
6658,20215201.0
6659,20215201.0
6660,20215201.0
6661,20215201.0
6662,20215201.0
6663,20215201.0
6664,20215201.0
6665,20215201.0
6666,20215201.0
6667,20215201.0
6668,20215201.0
6669,20215201.0
6670,20215201.0
6671,20215201.0
6672,20215201.0
6673,20215201.0
6674,20215201.0
6675,20215201.0
6676,20215201.0
6677,20215201.0
6678,20215201.0
6679,20215201.0
6680,20215201.0
6681,20215201.0
6682,20215201.0
6683,20215201.0
6684,20215201.0
6685,20215201.0
6686,20215201.0
6687,20215201.0
6688,20215201.0
6689,20215201.0
6690,20215201.0
6691,20215201.0
6692,20215201.0
6693,20215201.0
6694,20215201.0
6695,20215201.0
6696,20215201.0
6697,20215201.0
6698,20215201.0
6699,20215201.0
6700,20215201.0
6701,20215201.0
6702,20215201.0
6703,20215201.0
6704,20215201.0
6705,20215201.0
6706,20215201.0
6707,20215201.0
6708,20215201.0
6709,20215201.0
6710,20215201.0
6711,20215201.0
6712,20215201.0
6713,20215201.0
6714,20215201.0
6715,20215201.0
6716,20215201.0
6717,20215201.0
6718,20215201.0
6719,20215201.0
6720,20215201.0
6721,20215201.0
6722,20215201.0
6723,20215201.0
6724,20215201.0
6725,20215201.0
6726,20215201.0
6727,20215201.0
6728,20215201.0
6729,20215201.0
6730,20215201.0
6731,20215201.0
6732,20215201.0
6733,20215201.0
6734,20215201.0
6735,20215201.0
6736,20215201.0
6737,20215201.0
6738,20215201.0
6739,20215201.0
6740,20215201.0
6741,20215201.0
6742,20215201.0
6743,20215201.0
6744,20215201.0
6745,20215201.0
6746,20215201.0
6747,20215201.0
6748,20215201.0
6749,20215201.0
6750,20215201.0
6751,20215201.0
6752,20215201.0
6753,20215201.0
6754,20215201.0
6755,20215201.0
6756,20215201.0
6757,20215201.0
6758,20215201.0
6759,20215201.0
6760,20215201.0
6761,20215201.0
6762,20215201.0
6763,20215201.0
6764,20215201.0
6765,20215201.0
6766,20215201.0
6767,20215201.0
6768,20215201.0
6769,20215201.0
6770,20215201.0
6771,20215201.0
6772,20215201.0
6773,20215201.0
6774,20215201.0
6775,20215201.0
6776,20215201.0
6777,20215201.0
6778,20215201.0
6779,20215201.0
6780,20215201.0
6781,20215201.0
6782,20215201.0
6783,20215201.0
6784,20215201.0
6785,20215201.0
6786,20215201.0
6787,20215201.0
6788,20215201.0
6789,20215201.0
6790,20215201.0
6791,20215201.0
6792,20215201.0
6793,20215201.0
6794,20215201.0
6795,20215201.0
6796,20215201.0
6797,20215201.0
6798,20215201.0
6799,20215201.0
6800,20215201.0
6801,20215201.0
6802,20215201.0
6803,20215201.0
6804,20215201.0
6805,20215201.0
6806,20215201.0
6807,20215201.0
6808,20215201.0
6809,20215201.0
6810,20215201.0
6811,20215201.0
6812,20215201.0
6813,20215201.0
6814,20215201.0
6815,20215201.0
6816,20215201.0
6817,40200000.0
6818,40200000.0
6819,40200000.0
6820,40200000.0
6821,40200000.0
6822,40200000.0
6823,40200000.0
6824,40200000.0
6825,40200000.0
6826,40200000.0
6827,40200000.0
6828,40200000.0
6829,40200000.0
6830,40200000.0
6831,40200000.0
6832,40200000.0
6833,40200000.0
6834,40200000.0
6835,40200000.0
6836,40200000.0
6837,40200000.0
6838,40200000.0
6839,40200000.0
6840,40200000.0
6841,40200000.0
6842,40200000.0
6843,40200000.0
6844,40200000.0
6845,40200000.0
6846,40200000.0
6847,40200000.0
6848,40200000.0
6849,40200000.0
6850,40200000.0
6851,40200000.0
6852,40200000.0
6853,40200000.0
6854,40200000.0
6855,40200000.0
6856,40200000.0
6857,40200000.0
6858,40200000.0
6859,40200000.0
6860,40200000.0
6861,40200000.0
6862,40200000.0
6863,40200000.0
6864,40200000.0
6865,40200000.0
6866,40200000.0
6867,40200000.0
6868,40200000.0
6869,40200000.0
6870,40200000.0
6871,40200000.0
6872,40200000.0
6873,40200000.0
6874,40200000.0
6875,40200000.0
6876,40200000.0
6877,40200000.0
6878,40200000.0
6879,40200000.0
6880,40200000.0
6881,40200000.0
6882,40200000.0
6883,40200000.0
6884,40200000.0
6885,40200000.0
6886,40200000.0
6887,40200000.0
6888,40200000.0
6889,40200000.0
6890,40200000.0
6891,40200000.0
6892,40200000.0
6893,40200000.0
6894,40200000.0
6895,40200000.0
6896,40200000.0
6897,40200000.0
6898,40200000.0
6899,40200000.0
6900,40200000.0
6901,40200000.0
6902,40200000.0
6903,40200000.0
6904,40200000.0
6905,40200000.0
6906,40200000.0
6907,40200000.0
6908,40200000.0
6909,40200000.0
6910,40200000.0
6911,40200000.0
6912,40200000.0
6913,40200000.0
6914,40200000.0
6915,40200000.0
6916,40200000.0
6917,40200000.0
6918,40200000.0
6919,40200000.0
6920,40200000.0
6921,40200000.0
6922,40200000.0
6923,40200000.0
6924,40200000.0
6925,40200000.0
6926,40200000.0
6927,40200000.0
6928,40200000.0
6929,40200000.0
6930,40200000.0
6931,40200000.0
6932,40200000.0
6933,40200000.0
6934,40200000.0
6935,40200000.0
6936,40200000.0
6937,40200000.0
6938,40200000.0
6939,40200000.0
6940,40200000.0
6941,40200000.0
6942,40200000.0
6943,40200000.0
6944,40200000.0
6945,40200000.0
6946,40200000.0
6947,40200000.0
6948,40200000.0
6949,40200000.0
6950,40200000.0
6951,40200000.0
6952,40200000.0
6953,40200000.0
6954,40200000.0
6955,40200000.0
6956,40200000.0
6957,40200000.0
6958,40200000.0
6959,40200000.0
6960,40200000.0
6961,40200000.0
6962,40200000.0
6963,40200000.0
6964,40200000.0
6965,40200000.0
6966,40200000.0
6967,40200000.0
6968,40200000.0
6969,40200000.0
6970,40200000.0
6971,40200000.0
6972,40200000.0
6973,40200000.0
6974,40200000.0
6975,40200000.0
6976,40200000.0
6977,40200000.0
6978,40200000.0
6979,40200000.0
6980,40200000.0
6981,40200000.0
6982,40200000.0
6983,40200000.0
6984,40200000.0
6985,40200000.0
6986,40200000.0
6987,40200000.0
6988,40200000.0
6989,40200000.0
6990,40200000.0
6991,40200000.0
6992,40200000.0
6993,40200000.0
6994,40200000.0
6995,40200000.0
6996,40200000.0
6997,40200000.0
6998,40200000.0
6999,40200000.0
7000,40200000.0
7001,40200000.0
7002,40200000.0
7003,40200000.0
7004,40200000.0
7005,40200000.0
7006,20215201.0
7007,20215201.0
7008,20215201.0
7009,20215201.0
7010,20215201.0
7011,20215201.0
7012,20215201.0
7013,20215201.0
7014,20215201.0
7015,20215201.0
7016,20215201.0
7017,20215201.0
7018,20215201.0
7019,20215201.0
7020,20215201.0
7021,20215201.0
7022,20215201.0
7023,20215201.0
7024,20215201.0
7025,20215201.0
7026,20215201.0
7027,20215201.0
7028,20215201.0
7029,20215201.0
7030,20215201.0
7031,20215201.0
7032,20215201.0
7033,20215201.0
7034,20215201.0
7035,20215201.0
7036,20215201.0
7037,20215201.0
7038,20215201.0
7039,20215201.0
7040,20215201.0
7041,20215201.0
7042,20215201.0
7043,20215201.0
7044,20215201.0
7045,20215201.0
7046,20215201.0
7047,20215201.0
7048,20215201.0
7049,20215201.0
7050,20215201.0
7051,20215201.0
7052,20215201.0
7053,20215201.0
7054,20215201.0
7055,20215201.0
7056,20215201.0
7057,20215201.0
7058,20215201.0
7059,20215201.0
7060,20215201.0
7061,20215201.0
7062,20215201.0
7063,20215201.0
7064,20215201.0
7065,20215201.0
7066,20215201.0
7067,20215201.0
7068,20215201.0
7069,20215201.0
7070,20215201.0
7071,20215201.0
7072,20215201.0
7073,20215201.0
7074,20215201.0
7075,20215201.0
7076,20215201.0
7077,20215201.0
7078,20215201.0
7079,20215201.0
7080,20215201.0
7081,20215201.0
7082,20215201.0
7083,20215201.0
7084,20215201.0
7085,20215201.0
7086,20215201.0
7087,20215201.0
7088,20215201.0
7089,20215201.0
7090,20215201.0
7091,20215201.0
7092,20215201.0
7093,20215201.0
7094,20215201.0
7095,20215201.0
7096,20215201.0
7097,20215201.0
7098,20215201.0
7099,20215201.0
7100,20215201.0
7101,20215201.0
7102,20215201.0
7103,20215201.0
7104,20215201.0
7105,20215201.0
7106,20215201.0
7107,20215201.0
7108,20215201.0
7109,20215201.0
7110,20215201.0
7111,20215201.0
7112,20215201.0
7113,20215201.0
7114,20215201.0
7115,20215201.0
7116,20215201.0
7117,20215201.0
7118,20215201.0
7119,20215201.0
7120,20215201.0
7121,20215201.0
7122,20215201.0
7123,20215201.0
7124,20215201.0
7125,20215201.0
7126,20215201.0
7127,20215201.0
7128,20215201.0
7129,20215201.0
7130,20215201.0
7131,20215201.0
7132,20215201.0
7133,20215201.0
7134,20215201.0
7135,20215201.0
7136,20215201.0
7137,20215201.0
7138,20215201.0
7139,20215201.0
7140,20215201.0
7141,20215201.0
7142,20215201.0
7143,20215201.0
7144,20215201.0
7145,20215201.0
7146,20215201.0
7147,20215201.0
7148,20215201.0
7149,20215201.0
7150,20215201.0
7151,20215201.0
7152,20215201.0
7153,20215201.0
7154,20215201.0
7155,20215201.0
7156,20215201.0
7157,20215201.0
7158,20215201.0
7159,20215201.0
7160,20215201.0
7161,20215201.0
7162,20215201.0
7163,20215201.0
7164,20215201.0
7165,20215201.0
7166,20215201.0
7167,20215201.0
7168,20215201.0
7169,20215201.0
7170,20215201.0
7171,20215201.0
7172,20215201.0
7173,20215201.0
7174,20215201.0
7175,20215201.0
7176,20215201.0
7177,20215201.0
7178,20215201.0
7179,20215201.0
7180,20215201.0
7181,20215201.0
7182,20215201.0
7183,20215201.0
7184,20215201.0
7185,20215201.0
7186,20215201.0
7187,20215201.0
7188,20215201.0
7189,20215201.0
7190,20215201.0
7191,20215201.0
7192,20215201.0
7193,20215201.0
7194,20215201.0
7195,20215201.0
7196,20215201.0
7197,20215201.0
7198,20215201.0
7199,20215201.0
7200,20215201.0
7201,20215201.0
7202,20215201.0
7203,20215201.0
7204,20215201.0
7205,20215201.0
7206,20215201.0
7207,20215201.0
7208,20215201.0
7209,20215201.0
7210,20215201.0
7211,20215201.0
7212,20215201.0
7213,20215201.0
7214,20215201.0
7215,20215201.0
7216,20215201.0
7217,20215201.0
7218,20215201.0
7219,20215201.0
7220,20215201.0
7221,20215201.0
7222,20215201.0
7223,20215201.0
7224,20215201.0
7225,20215201.0
7226,20215201.0
7227,20215201.0
7228,20215201.0
7229,20215201.0
7230,20215201.0
7231,20215201.0
7232,20215201.0
7233,20215201.0
7234,20215201.0
7235,20215201.0
7236,20215201.0
7237,20215201.0
7238,20215201.0
7239,20215201.0
7240,20215201.0
7241,20215201.0
7242,20215201.0
7243,20215201.0
7244,20215201.0
7245,20215201.0
7246,20215201.0
7247,20215201.0
7248,20215201.0
7249,20215201.0
7250,20215201.0
7251,20215201.0
7252,20215201.0
7253,20215201.0
7254,20215201.0
7255,20215201.0
7256,20215201.0
7257,20215201.0
7258,20215201.0
7259,20215201.0
7260,20215201.0
7261,20215201.0
7262,20215201.0
7263,20215201.0
7264,20215201.0
7265,20215201.0
7266,20215201.0
7267,20215201.0
7268,20215201.0
7269,20215201.0
7270,20215201.0
7271,20215201.0
7272,20215201.0
7273,20215201.0
7274,20215201.0
7275,20215201.0
7276,20215201.0
7277,20215201.0
7278,20215201.0
7279,20215201.0
7280,20215201.0
7281,20215201.0
7282,20215201.0
7283,20215201.0
7284,20215201.0
7285,20215201.0
7286,20215201.0
7287,20215201.0
7288,20215201.0
7289,20215201.0
7290,20215201.0
7291,20215201.0
